Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
89,"S Markidis, E Laure, S Markidis, E Laure","Solving software challenges for exascale",2015,"","Springer","https://link.springer.com/content/pdf/10.1007/978-3-319-15976-8.pdf","https://scholar.google.com/scholar?cites=1370130514061093238&as_sdt=2005&sciodt=0,5&hl=en",324,"2021-05-11 13:43:02","BOOK","","","",,,,,89,14.83,22,4,6,"… Solving Software Challenges for Exascale International Conference on Exascale Applications and Software, EASC 2014 Stockholm, Sweden, April 2-3, 2014 Revised Selected Papers 123 Page 5. Editors Stefano Markidis KTH Royal Institute of Technology Stockholm Sweden …"
43,"G Concas, M Marchesi, G Destefanis…","An empirical study of software metrics for assessing the phases of an agile project",2012,"… Journal of Software …","World Scientific","https://www.worldscientific.com/doi/abs/10.1142/S0218194012500131","https://scholar.google.com/scholar?cites=14441929507008407336&as_sdt=2005&sciodt=0,5&hl=en",325,"2021-05-11 13:43:02","","","","",,,,,43,4.78,11,4,9,"… We present an analysis of the evolution of a Web application project developed with object- oriented technology and an agile process. During the development we systematically performed measurements on the source code, using software metrics that have been proved to be …"
75,"JM Verner, MA Babar, N Cerpa, T Hall…","Factors that motivate software engineering teams: A four country empirical study",2014,"… of Systems and Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S016412121400020X","https://scholar.google.com/scholar?cites=1999592855661562650&as_sdt=2005&sciodt=0,5&hl=en",326,"2021-05-11 13:43:02","","","","",,,,,75,10.71,15,5,7,"… Share. Export. Advanced. Elsevier. Journal of Systems and Software. Volume 92, June 2014, Pages 115-127. Journal of Systems and Software. Factors that motivate software engineering teams: A four country empirical study …"
90,"S Aleem, LF Capretz, F Ahmed","Game development software engineering process life cycle: a systematic review",2016,"Journal of Software …","jserd.springeropen.com","https://jserd.springeropen.com/articles/10.1186/s40411-016-0032-7","https://scholar.google.com/scholar?cites=14303633128298628570&as_sdt=2005&sciodt=0,5&hl=en",327,"2021-05-11 13:43:02","HTML","","","",,,,,90,18.00,30,3,5,"… It affects every aspect of our lives today, including working, living, learning, and education. A new and popular mode of entertainment and an important application of technology are software games, which have become increasingly accepted by people of all ages …"
51,"G Garousi, V Garousi-Yusifoğlu, G Ruhe, J Zhi…","Usage and usefulness of technical software documentation: An industrial case study",2015,"… Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S095058491400192X","https://scholar.google.com/scholar?cites=1696632881196500543&as_sdt=2005&sciodt=0,5&hl=en",328,"2021-05-11 13:43:02","","","","",,,,,51,8.50,10,5,6,"Context Software documentation is an integral part of any software development process. However, software practitioners are often concerned about the value, degree of usage and usefulness of documentation during development and maintenance. Objective Motivated by …"
122,"D Batra, W Xia, D VanderMeer…","Balancing agile and structured development approaches to successfully manage large distributed software projects: A case study from the cruise line industry",2010,"Communications of the …","aisel.aisnet.org","https://aisel.aisnet.org/cais/vol27/iss1/21/","https://scholar.google.com/scholar?cites=12601548007737213161&as_sdt=2005&sciodt=0,5&hl=en",329,"2021-05-11 13:43:02","","","","",,,,,122,11.09,31,4,11,"… II. THE SOFTWARE PROJECT AND ITS CHALLENGES The purpose of the project was to create a completely new web-based customer booking engine to … There were also technical problems because they committed to a technology in which they were not particularly proficient …"
98,"CJ Stettina, W Heijstek","Necessary and neglected? An empirical study of internal documentation in agile software development teams",2011,"Proceedings of the 29th ACM international …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2038476.2038509","https://scholar.google.com/scholar?cites=8471420712448551703&as_sdt=2005&sciodt=0,5&hl=en",330,"2021-05-11 13:43:02","","","","",,,,,98,9.80,49,2,10,"… test on the global sample of 79 par- ticipants, we find, not surprisingly, that those who identify as software engineers are significantly younger and have sig- nificantly less experience than people in managerial roles such a project leader, director or chief technology officer …"
37,"FB Ruy, R de Almeida Falbo, MP Barcellos…","SEON: A software engineering ontology network",2016,"European Knowledge …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-49004-5_34","https://scholar.google.com/scholar?cites=5701105461303983432&as_sdt=2005&sciodt=0,5&hl=en",331,"2021-05-11 13:43:02","","","","",,,,,37,7.40,9,4,5,"… IEEE Trans. Knowl. Data Eng. 21(8), 1205–1217 (2009)CrossRefGoogle Scholar. 7. Calero, C., Ruiz, F., Piattini, M.: Ontologies for Software Engineering and Software Technology. Springer Science & Business Media, Heidelberg …"
47,"K Sledziewski, B Bordbar…","A DSL-based approach to software development and deployment on cloud",2010,"2010 24th IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5474729/","https://scholar.google.com/scholar?cites=6297792547311145254&as_sdt=2005&sciodt=0,5&hl=en",332,"2021-05-11 13:43:02","","","","",,,,,47,4.27,16,3,11,"… 2007. [8] T. Kosar, PEM Lopez, PA Barrientos, and M. Mernik, ""A preliminary study on various implementation approaches of domain- specific language,"" Information and Software Technology, vol. 50, pp. 390-405, April 2007 …"
664,"W Shen","Multi-agent systems for concurrent intelligent design and manufacturing",2019,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=_S_3DwAAQBAJ&oi=fnd&pg=PP1&dq=software+technology&ots=1WRwOe0vUQ&sig=M830-opryq9q8KoBxfidQyFmh_o","https://scholar.google.com/scholar?cites=9627178747913102144&as_sdt=2005&sciodt=0,5&hl=en",333,"2021-05-11 13:43:02","BOOK","","","",,,,,664,332.00,664,1,2,"… Barthès. p. cm. Includes bibliographical references and index. 1. Design, Industrial - Computer-aided design 2. Intelligent agents (Computer software) 3. Concurrent engineering. I. Norrie DH II. Barthès, Jean-Paul, III. Title. TS171 …"
71,"D Beyer, M Dangl, D Dietsch, M Heizmann…","Witness validation and stepwise testification across software verifiers",2015,"… of Software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2786805.2786867","https://scholar.google.com/scholar?cites=8360614307640073289&as_sdt=2005&sciodt=0,5&hl=en",334,"2021-05-11 13:43:02","","","","",,,,,71,11.83,14,5,6,"… To close this gap in software- verification technology, we have defined an exchange format for error witnesses that is easy to write and read by verifica- tion tools (for further processing, eg, witness validation) and that is easy to convert into visualizations that conveniently let …"
100,"T Honglei, S Wei, Z Yanan","The research on software metrics and software complexity metrics",2009,"… on Computer Science-Technology …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5385114/","https://scholar.google.com/scholar?cites=11425937338828258089&as_sdt=2005&sciodt=0,5&hl=en",335,"2021-05-11 13:43:02","","","","",,,,,100,8.33,33,3,12,"The process of software development, including documentation, design, program, test, and maintenance can be measured statistically. Therefore the quality of software can be monitored efficiently. Software metrics is very important in research of software engineering …"
549,"NB Moe, T Dingsøyr, T Dybå","A teamwork model for understanding an agile team: A case study of a Scrum project",2010,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584909002043","https://scholar.google.com/scholar?cites=333661691435106684&as_sdt=2005&sciodt=0,5&hl=en",336,"2021-05-11 13:43:02","","","","",,,,,549,49.91,183,3,11,"Context Software development depends significantly on team performance, as does any process that involves human interaction. Objective Most current development methods argue that teams should self-manage. Our objective is thus to provide a better …"
69,"A Oram, G Wilson","Making software: What really works, and why we believe it",2010,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=DxuGi5h2-HEC&oi=fnd&pg=PR5&dq=software+technology&ots=0XrtreXdrL&sig=TZOYbshSH382K72QSM84HHEp6m4","https://scholar.google.com/scholar?cites=1129459046221149678&as_sdt=2005&sciodt=0,5&hl=en",337,"2021-05-11 13:43:02","BOOK","","","",,,,,69,6.27,35,2,11,"… Chapter 26, Novice Professionals: Recent Graduates in a First Software Engineering Job, by Andrew Begel and Beth Simon … Safari® Books Online Safari Books Online is an on-demand digital library that lets you easily search over 7500 technology and creative reference books …"
1454,"YC Hu, M Patel, D Sabella, N Sprecher, V Young","Mobile edge computing—A key technology towards 5G",2015,"ETSI white paper","infotech.report","https://infotech.report/Resources/Whitepapers/f205849d-0109-4de3-8c47-be52f4e4fb27_etsi_wp11_mec_a_key_technology_towards_5g.pdf","https://scholar.google.com/scholar?cites=308270405113706235&as_sdt=2005&sciodt=0,5&hl=en",338,"2021-05-11 13:43:02","PDF","","","",,,,,1454,242.33,291,5,6,"… 1]. In addition to defining more advanced air interface technologies, 5G networks will leverage more programmable approaches to software networking and use IT virtualization technology extensively within the telecommunications infrastructure, functions, and applications …"
35,"S Shekhar, U Kumar","Review of various software cost estimation techniques",2016,"International Journal of Computer …","researchgate.net","https://www.researchgate.net/profile/Jumoke_Soyemi/post/Which_are_the_favourite_estimation_techniques_of_software_development_used_by_different_companies/attachment/59d64fb679197b80779a8c8b/AS:499311387840512@1496056519501/download/Paper.pdf","https://scholar.google.com/scholar?cites=14339163172710912533&as_sdt=2005&sciodt=0,5&hl=en",339,"2021-05-11 13:43:02","PDF","","","",,,,,35,7.00,18,2,5,"… Inc, March 1977. [17] Khalifelu,Zeynab Abbasi, and Farhad Solemanian Gharehchopogh,”Comparison and evaluation of data mining techniques with algorithmic models in software cost estimation”,Procedia Technology,2012 …"
101,"F Shahzad, GY Xiu, M Shahbaz","Organizational culture and innovation performance in Pakistan's software industry",2017,"Technology in Society","Elsevier","https://www.sciencedirect.com/science/article/pii/S0160791X17300787","https://scholar.google.com/scholar?cites=17032630541830816375&as_sdt=2005&sciodt=0,5&hl=en",340,"2021-05-11 13:43:02","","","","",,,,,101,25.25,34,3,4,"Rapid transformation in technological innovation requires organizations to develop a culture that fosters innovation performance for sustainable development amidst global competition. The core aim of this empirical investigation is to explore the role of organizational culture …"
45,"CC Liang, GN Le","Analysis of bus rollover protection under legislated standards using LS-DYNA software simulation techniques",2010,"International Journal of Automotive Technology","Springer","https://link.springer.com/content/pdf/10.1007/s12239-010-0061-x.pdf","https://scholar.google.com/scholar?cites=6111764208790620459&as_sdt=2005&sciodt=0,5&hl=en",341,"2021-05-11 13:43:02","PDF","","","",,,,,45,4.09,23,2,11,"A bus rollover is one of the worst vehicle accidents that can occur. Because of the large numbers of passengers, the casualties in a bus rollover are often high and severe. The compliance with rollover safety standards for buses and coaches is mandated by law. This …"
