Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
70,"A Fox, DA Patterson, R Ilson, S Joseph…","Software engineering curriculum technology transfer: lessons learned from MOOCs and SPOCs",2014,"UC Berkeley EECS …","eecs.berkeley.edu","https://www2.eecs.berkeley.edu/Pubs/TechRpts/2014/EECS-2014-17.pdf","https://scholar.google.com/scholar?cites=15111707649015720824&as_sdt=2005&sciodt=0,5&hl=en",187,"2021-05-11 13:03:30","PDF","","","",,,,,70,10.00,14,5,7,"This paper describes our experience in trying to transfer our revised software engineering curriculum from UC Berkeley to other universities. We were in the first wave of Massive Open Online Course (MOOCs), and this paper lists the lessons learned about educational …"
50,"KR Felizardo, E Mendes, M Kalinowski…","Using forward snowballing to update systematic reviews in software engineering",2016,"… Software Engineering …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2961111.2962630","https://scholar.google.com/scholar?cites=16406418299597311538&as_sdt=2005&sciodt=0,5&hl=en",188,"2021-05-11 13:03:30","","","","",,,,,50,10.00,13,4,5,"Background: A Systematic Literature Review (SLR) is a methodology used to aggregate relevant evidence related to one or more research questions. Whenever new evidence is published after the completion of a SLR, this SLR should be updated in order to preserve its …"
40,"E Mnkandla","About software engineering frameworks and methodologies",2009,"AFRICON 2009","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5308117/","https://scholar.google.com/scholar?cites=2157440594009956831&as_sdt=2005&sciodt=0,5&hl=en",189,"2021-05-11 13:03:30","","","","",,,,,40,3.33,40,1,12,"Defining software engineering can be a rather challenging task depending on the purpose of the definition and the intended beneficiaries. Talking about frameworks and methodologies in software engineering can be even more complex under whatever …"
39,"M Tahir, F Khan, M Babar, F Arif…","Framework for better reusability in component based software engineering",2016,"the Journal of Applied …","researchgate.net","https://www.researchgate.net/profile/Fazlullah_Khan2/publication/304353982_Framework_for_Better_Reusability_in_Component_Based_Software_Engineering/links/576d0c2208aedab13b86c716.pdf","https://scholar.google.com/scholar?cites=10834124781859048312&as_sdt=2005&sciodt=0,5&hl=en",190,"2021-05-11 13:03:30","PDF","","","",,,,,39,7.80,8,5,5,"To develop software from existing component is done to reduce time and cost of the software. Reusable modules and classes reduce implementation time, increase the likelihood that prior testing and use has eliminated bugs and localizes code modifications …"
47,"RPL Buse, C Sadowski, W Weimer","Benefits and barriers of user evaluation in software engineering research",2011,"Proceedings of the 2011 ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2048066.2048117","https://scholar.google.com/scholar?cites=353541660007016569&as_sdt=2005&sciodt=0,5&hl=en",191,"2021-05-11 13:03:30","","","","",,,,,47,4.70,16,3,10,"In this paper, we identify trends about, benefits from, and barriers to performing user evaluations in software engineering research. From a corpus of over 3,000 papers spanning ten years, we report on various subtypes of user evaluations (eg, coding tasks vs …"
40,"CY Laporte, RV O'Connor","Systems and software engineering standards for very small entities: accomplishments and overview",2016,"Computer","espace2.etsmtl.ca","https://espace2.etsmtl.ca/id/eprint/13829/","https://scholar.google.com/scholar?cites=2821322677435786326&as_sdt=2005&sciodt=0,5&hl=en",192,"2021-05-11 13:03:30","","","","",,,,,40,8.00,20,2,5,"A large majority of organizations very small entities (VSEs)—commercial, government, or not-for-profit organizations; departments; or projects with up to 25 people who develop systems with hardware and software components and/or software products. Their products are sold to …"
83,"H Munir, K Wnuk, P Runeson","Open innovation in software engineering: a systematic mapping study",2016,"Empirical Software Engineering","Springer","https://link.springer.com/content/pdf/10.1007/s10664-015-9380-x.pdf","https://scholar.google.com/scholar?cites=12296703167799463826&as_sdt=2005&sciodt=0,5&hl=en",193,"2021-05-11 13:03:30","","","","",,,,,83,16.60,28,3,5,"Open innovation (OI) means that innovation is fostered by using both external and internal influences in the innovation process. In software engineering (SE), OI has existed for decades, while we currently see a faster and broader move towards OI in SE. We therefore …"
56,"D Preuveneers, P Novais","A survey of software engineering best practices for the development of smart applications in ambient intelligence",2012,"Journal of Ambient Intelligence …","content.iospress.com","https://content.iospress.com/articles/journal-of-ambient-intelligence-and-smart-environments/ais150","https://scholar.google.com/scholar?cites=9989340819616006116&as_sdt=2005&sciodt=0,5&hl=en",194,"2021-05-11 13:03:30","","","","",,,,,56,6.22,28,2,9,"Over the past decade, the world of Ambient Intelligence and smart environments has brought us a wide variety of novel applications with potential for exhibiting sophisticated intelligent behavior. These applications are called smart because they can sense, anticipate …"
52,"TR Shaffer, JL Wise, BM Walters, SC Müller…","itrace: Enabling eye tracking on software artifacts within the ide to support software engineering tasks",2015,"… Software Engineering","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2786805.2803188","https://scholar.google.com/scholar?cites=747493832386021013&as_sdt=2005&sciodt=0,5&hl=en",195,"2021-05-11 13:03:30","","","","",,,,,52,8.67,10,5,6,"The paper presents iTrace, an Eclipse plugin that implicitly records developers' eye movements while they work on change tasks. iTrace is the first eye tracking environment that makes it possible for researchers to conduct eye tracking studies on large software systems …"
55,"S Schneider, R Torkar, T Gorschek","Solutions in global software engineering: A systematic literature review",2013,"International Journal of Information …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0268401212000989","https://scholar.google.com/scholar?cites=16730817594095168500&as_sdt=2005&sciodt=0,5&hl=en",196,"2021-05-11 13:03:30","","","","",,,,,55,6.88,18,3,8,"Global software engineering (GSE) has received increased attention, as globalization enables and encourages increased distribution of product development. Many empirical studies and systematic literature reviews (SLRs) focus on the identification of challenges …"
97,"S Wang, S Ali, T Yue, Y Li, M Liaaen","A practical guide to select quality indicators for assessing pareto-based search algorithms in search-based software engineering",2016,"… on Software Engineering","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2884781.2884880","https://scholar.google.com/scholar?cites=4672123285186432382&as_sdt=2005&sciodt=0,5&hl=en",197,"2021-05-11 13:03:30","","","","",,,,,97,19.40,19,5,5,"Many software engineering problems are multi-objective in nature, which has been largely recognized by the Search-based Software Engineering (SBSE) community. In this regard, Pareto-based search algorithms, eg, Non-dominated Sorting Genetic Algorithm II, have …"
56,"J Feliciano, MA Storey…","Student experiences using GitHub in software engineering courses: a case study",2016,"… on Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7883328/","https://scholar.google.com/scholar?cites=5385605298999424462&as_sdt=2005&sciodt=0,5&hl=en",198,"2021-05-11 13:03:30","","","","",,,,,56,11.20,19,3,5,"GitHub has been embraced by the software development community as an important social platform for managing software projects and to support collaborative development. More recently, educators have begun to adopt it for hosting course content and student …"
53,"M Dick, J Drangmeister, E Kern…","Green software engineering with agile methods",2013,"… sustainable software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6606425/","https://scholar.google.com/scholar?cites=13785254734465846705&as_sdt=2005&sciodt=0,5&hl=en",199,"2021-05-11 13:03:30","","","","",,,,,53,6.63,13,4,8,"The energy consumption of information and communication technology (ICT) is still increasing. Since several concepts regarding hardware solutions for Green IT exist, the contribution of software to Green IT is still not well investigated. This comprises the …"
54,"M Jørgensen, T Dybå, K Liestøl, DIK Sjøberg","Incorrect results in software engineering experiments: How to improve research practices",2016,"… of Systems and Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S0164121215000679","https://scholar.google.com/scholar?cites=5997411618605775525&as_sdt=2005&sciodt=0,5&hl=en",200,"2021-05-11 13:03:30","","","","",,,,,54,10.80,14,4,5,"Context The trustworthiness of research results is a growing concern in many empirical disciplines. Aim The goals of this paper are to assess how much the trustworthiness of results reported in software engineering experiments is affected by researcher and …"
44,"D González-Morales, LMM De Antonio…","Teaching “Soft” skills in software engineering",2011,"… Global Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5773204/","https://scholar.google.com/scholar?cites=2748443132965270296&as_sdt=2005&sciodt=0,5&hl=en",201,"2021-05-11 13:03:30","","","","",,,,,44,4.40,15,3,10,"Soft skills are not sufficiently attended in early academic courses in the software engineering high level studies. Computer engineering students entering the fourth and fifth year of their studies possess a comprehensive amount of theoretical and applied coursework …"
32,"T Bures, D Weyns, C Berger, S Biffl, M Daun…","Software engineering for smart cyber-physical systems--towards a research agenda: report on the First International Workshop on Software Engineering for Smart …",2015,"… Software Engineering …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2830719.2830736","https://scholar.google.com/scholar?cites=4714991522118007970&as_sdt=2005&sciodt=0,5&hl=en",202,"2021-05-11 13:03:30","","","","",,,,,32,5.33,5,6,6,"Cyber-Physical Systems (CPS) are large interconnected softwareintensive systems that influence, by sensing and actuating, the physical world. Examples are traffic management and power grids. One of the trends we observe is the need to endow such systems with the"" …"
